algorithm,scenario,size,digits,repetition,execution_time,memory_used_bytes
bubble_sort,sorted,92000,1,1,2.148422,368000
bubble_sort,sorted,92000,1,2,2.147441,368000
bubble_sort,sorted,92000,1,3,2.148028,368000
bubble_sort,sorted,93000,1,1,2.195977,372000
bubble_sort,sorted,93000,1,2,2.197804,372000
bubble_sort,sorted,93000,1,3,2.194126,372000
bubble_sort,sorted,94000,1,1,2.239784,376000
bubble_sort,sorted,94000,1,2,2.246476,376000
bubble_sort,sorted,94000,1,3,2.237378,376000
bubble_sort,sorted,95000,1,1,2.286411,380000
bubble_sort,sorted,95000,1,2,2.294401,380000
bubble_sort,sorted,95000,1,3,2.293656,380000
bubble_sort,sorted,96000,1,1,2.340110,384000
bubble_sort,sorted,96000,1,2,2.342483,384000
bubble_sort,sorted,96000,1,3,2.339200,384000
bubble_sort,sorted,97000,1,1,2.392363,388000
bubble_sort,sorted,97000,1,2,2.395244,388000
bubble_sort,sorted,97000,1,3,2.410162,388000
bubble_sort,sorted,98000,1,1,2.432564,392000
bubble_sort,sorted,98000,1,2,2.436281,392000
bubble_sort,sorted,98000,1,3,2.436253,392000
bubble_sort,sorted,99000,1,1,2.485784,396000
bubble_sort,sorted,99000,1,2,2.493323,396000
bubble_sort,sorted,99000,1,3,2.506100,396000
bubble_sort,sorted,100000,1,1,2.535478,400000
bubble_sort,sorted,100000,1,2,2.537017,400000
bubble_sort,sorted,100000,1,3,2.539367,400000
insertion_sort,sorted,1000,1,1,0.000002,4000
insertion_sort,sorted,1000,1,2,0.000002,4000
insertion_sort,sorted,1000,1,3,0.000016,4000
insertion_sort,sorted,2000,1,1,0.000015,8000
insertion_sort,sorted,2000,1,2,0.000002,8000
insertion_sort,sorted,2000,1,3,0.000003,8000
insertion_sort,sorted,3000,1,1,0.000004,12000
insertion_sort,sorted,3000,1,2,0.000003,12000
insertion_sort,sorted,3000,1,3,0.000016,12000
insertion_sort,sorted,4000,1,1,0.000019,16000
insertion_sort,sorted,4000,1,2,0.000017,16000
insertion_sort,sorted,4000,1,3,0.000019,16000
insertion_sort,sorted,5000,1,1,0.000005,20000
insertion_sort,sorted,5000,1,2,0.000005,20000
insertion_sort,sorted,5000,1,3,0.000005,20000
insertion_sort,sorted,6000,1,1,0.000006,24000
insertion_sort,sorted,6000,1,2,0.000005,24000
insertion_sort,sorted,6000,1,3,0.000006,24000
insertion_sort,sorted,7000,1,1,0.000007,28000
insertion_sort,sorted,7000,1,2,0.000007,28000
insertion_sort,sorted,7000,1,3,0.000006,28000
insertion_sort,sorted,8000,1,1,0.000008,32000
insertion_sort,sorted,8000,1,2,0.000008,32000
insertion_sort,sorted,8000,1,3,0.000007,32000
insertion_sort,sorted,9000,1,1,0.000008,36000
insertion_sort,sorted,9000,1,2,0.000008,36000
insertion_sort,sorted,9000,1,3,0.000008,36000
insertion_sort,sorted,10000,1,1,0.000009,40000
insertion_sort,sorted,10000,1,2,0.000009,40000
insertion_sort,sorted,10000,1,3,0.000009,40000
insertion_sort,sorted,11000,1,1,0.000010,44000
insertion_sort,sorted,11000,1,2,0.000010,44000
insertion_sort,sorted,11000,1,3,0.000010,44000
insertion_sort,sorted,12000,1,1,0.000011,48000
insertion_sort,sorted,12000,1,2,0.000011,48000
insertion_sort,sorted,12000,1,3,0.000010,48000
insertion_sort,sorted,13000,1,1,0.000011,52000
insertion_sort,sorted,13000,1,2,0.000012,52000
insertion_sort,sorted,13000,1,3,0.000011,52000
insertion_sort,sorted,14000,1,1,0.000013,56000
insertion_sort,sorted,14000,1,2,0.000012,56000
insertion_sort,sorted,14000,1,3,0.000012,56000
insertion_sort,sorted,15000,1,1,0.000013,60000
insertion_sort,sorted,15000,1,2,0.000013,60000
insertion_sort,sorted,15000,1,3,0.000013,60000
insertion_sort,sorted,16000,1,1,0.000013,64000
insertion_sort,sorted,16000,1,2,0.000014,64000
insertion_sort,sorted,16000,1,3,0.000014,64000
insertion_sort,sorted,17000,1,1,0.000015,68000
insertion_sort,sorted,17000,1,2,0.000014,68000
insertion_sort,sorted,17000,1,3,0.000015,68000
insertion_sort,sorted,18000,1,1,0.000015,72000
insertion_sort,sorted,18000,1,2,0.000015,72000
insertion_sort,sorted,18000,1,3,0.000015,72000
insertion_sort,sorted,19000,1,1,0.000017,76000
insertion_sort,sorted,19000,1,2,0.000016,76000
insertion_sort,sorted,19000,1,3,0.000016,76000
insertion_sort,sorted,20000,1,1,0.000017,80000
insertion_sort,sorted,20000,1,2,0.000017,80000
insertion_sort,sorted,20000,1,3,0.000017,80000
insertion_sort,sorted,21000,1,1,0.000018,84000
insertion_sort,sorted,21000,1,2,0.000018,84000
insertion_sort,sorted,21000,1,3,0.000018,84000
insertion_sort,sorted,22000,1,1,0.000019,88000
insertion_sort,sorted,22000,1,2,0.000019,88000
insertion_sort,sorted,22000,1,3,0.000019,88000
insertion_sort,sorted,23000,1,1,0.000019,92000
insertion_sort,sorted,23000,1,2,0.000019,92000
insertion_sort,sorted,23000,1,3,0.000019,92000
insertion_sort,sorted,24000,1,1,0.000020,96000
insertion_sort,sorted,24000,1,2,0.000020,96000
insertion_sort,sorted,24000,1,3,0.000020,96000
insertion_sort,sorted,25000,1,1,0.000021,100000
insertion_sort,sorted,25000,1,2,0.000021,100000
insertion_sort,sorted,25000,1,3,0.000021,100000
insertion_sort,sorted,26000,1,1,0.000022,104000
insertion_sort,sorted,26000,1,2,0.000021,104000
insertion_sort,sorted,26000,1,3,0.000022,104000
insertion_sort,sorted,27000,1,1,0.000022,108000
insertion_sort,sorted,27000,1,2,0.000022,108000
insertion_sort,sorted,27000,1,3,0.000023,108000
insertion_sort,sorted,28000,1,1,0.000024,112000
insertion_sort,sorted,28000,1,2,0.000027,112000
insertion_sort,sorted,28000,1,3,0.000024,112000
insertion_sort,sorted,29000,1,1,0.000025,116000
insertion_sort,sorted,29000,1,2,0.000024,116000
insertion_sort,sorted,29000,1,3,0.000024,116000
insertion_sort,sorted,30000,1,1,0.000025,120000
insertion_sort,sorted,30000,1,2,0.000025,120000
insertion_sort,sorted,30000,1,3,0.000025,120000
insertion_sort,sorted,31000,1,1,0.000026,124000
insertion_sort,sorted,31000,1,2,0.000026,124000
insertion_sort,sorted,31000,1,3,0.000026,124000
insertion_sort,sorted,32000,1,1,0.000027,128000
insertion_sort,sorted,32000,1,2,0.000026,128000
insertion_sort,sorted,32000,1,3,0.000027,128000
insertion_sort,sorted,33000,1,1,0.000028,132000
insertion_sort,sorted,33000,1,2,0.000027,132000
insertion_sort,sorted,33000,1,3,0.000028,132000
insertion_sort,sorted,34000,1,1,0.000028,136000
insertion_sort,sorted,34000,1,2,0.000028,136000
insertion_sort,sorted,34000,1,3,0.000028,136000
insertion_sort,sorted,35000,1,1,0.000029,140000
insertion_sort,sorted,35000,1,2,0.000029,140000
insertion_sort,sorted,35000,1,3,0.000029,140000
insertion_sort,sorted,36000,1,1,0.000029,144000
insertion_sort,sorted,36000,1,2,0.000035,144000
insertion_sort,sorted,36000,1,3,0.000029,144000
insertion_sort,sorted,37000,1,1,0.000030,148000
insertion_sort,sorted,37000,1,2,0.000031,148000
insertion_sort,sorted,37000,1,3,0.000031,148000
insertion_sort,sorted,38000,1,1,0.000031,152000
insertion_sort,sorted,38000,1,2,0.000031,152000
insertion_sort,sorted,38000,1,3,0.000031,152000
insertion_sort,sorted,39000,1,1,0.000032,156000
insertion_sort,sorted,39000,1,2,0.000032,156000
insertion_sort,sorted,39000,1,3,0.000032,156000
insertion_sort,sorted,40000,1,1,0.000033,160000
insertion_sort,sorted,40000,1,2,0.000032,160000
insertion_sort,sorted,40000,1,3,0.000032,160000
insertion_sort,sorted,41000,1,1,0.000033,164000
insertion_sort,sorted,41000,1,2,0.000034,164000
insertion_sort,sorted,41000,1,3,0.000034,164000
insertion_sort,sorted,42000,1,1,0.000034,168000
insertion_sort,sorted,42000,1,2,0.000034,168000
insertion_sort,sorted,42000,1,3,0.000034,168000
insertion_sort,sorted,43000,1,1,0.000036,172000
insertion_sort,sorted,43000,1,2,0.000035,172000
insertion_sort,sorted,43000,1,3,0.000035,172000
insertion_sort,sorted,44000,1,1,0.000036,176000
insertion_sort,sorted,44000,1,2,0.000036,176000
insertion_sort,sorted,44000,1,3,0.000036,176000
